"","id","time","orden","palabra","genero","edad","formacion","partido","interes"
"561",113,2023-06-15 19:49:19,1,"corrupcion","Femenino",64,"universitario/terciario completo","otros","si"
"562",113,2023-06-15 19:49:19,2,"hipocrita","Femenino",64,"universitario/terciario completo","otros","si"
"563",113,2023-06-15 19:49:19,3,"mentirosa","Femenino",64,"universitario/terciario completo","otros","si"
"564",113,2023-06-15 19:49:19,4,"politica","Femenino",64,"universitario/terciario completo","otros","si"
"565",113,2023-06-15 19:49:19,5,"mafia","Femenino",64,"universitario/terciario completo","otros","si"
"566",114,2023-06-15 19:51:32,1,"buenaoradora","Femenino",51,"universitario/terciario completo","derecha","no"
"567",114,2023-06-15 19:51:32,2,"lider","Femenino",51,"universitario/terciario completo","derecha","no"
"568",114,2023-06-15 19:51:32,3,"egocentrica","Femenino",51,"universitario/terciario completo","derecha","no"
"569",114,2023-06-15 19:51:32,4,"odiosa","Femenino",51,"universitario/terciario completo","derecha","no"
"570",114,2023-06-15 19:51:32,5,"mentirosa","Femenino",51,"universitario/terciario completo","derecha","no"
"571",115,2023-06-15 20:45:57,1,"corrupcion","Femenino",36,"universitario/terciario completo","liberalismo","si"
"572",115,2023-06-15 20:45:57,2,"indignacion","Femenino",36,"universitario/terciario completo","liberalismo","si"
"573",115,2023-06-15 20:45:57,3,"sinverguenza","Femenino",36,"universitario/terciario completo","liberalismo","si"
"574",115,2023-06-15 20:45:57,4,"hdp","Femenino",36,"universitario/terciario completo","liberalismo","si"
"575",115,2023-06-15 20:45:57,5,"ladrona","Femenino",36,"universitario/terciario completo","liberalismo","si"
"576",116,2023-06-15 22:20:20,1,"corrupcion","Masculino",51,"universitario/terciario en curso","otros","no"
"577",116,2023-06-15 22:20:20,2,"estafa","Masculino",51,"universitario/terciario en curso","otros","no"
"578",116,2023-06-15 22:20:20,3,"latragediadeonce","Masculino",51,"universitario/terciario en curso","otros","no"
"579",116,2023-06-15 22:20:20,4,"lamuertedenisma","Masculino",51,"universitario/terciario en curso","otros","no"
"580",116,2023-06-15 22:20:20,5,"pobreza","Masculino",51,"universitario/terciario en curso","otros","no"
"581",117,2023-06-16 00:11:23,1,"chorra","Masculino",36,"secundario completo","derecha","no"
"582",117,2023-06-16 00:11:23,2,"corrupta","Masculino",36,"secundario completo","derecha","no"
"583",117,2023-06-16 00:11:23,3,"hija","Masculino",36,"secundario completo","derecha","no"
"584",117,2023-06-16 00:11:23,4,"de","Masculino",36,"secundario completo","derecha","no"
"585",117,2023-06-16 00:11:23,5,"puta","Masculino",36,"secundario completo","derecha","no"
"586",118,2023-06-16 00:32:40,1,"nograta","Masculino",39,"secundario completo","liberalismo","si"
"587",118,2023-06-16 00:32:40,2,"mala","Masculino",39,"secundario completo","liberalismo","si"
"588",118,2023-06-16 00:32:40,3,"basta","Masculino",39,"secundario completo","liberalismo","si"
"589",118,2023-06-16 00:32:40,4,"basta","Masculino",39,"secundario completo","liberalismo","si"
"590",118,2023-06-16 00:32:40,5,"bastadije","Masculino",39,"secundario completo","liberalismo","si"
"591",119,2023-06-16 06:00:01,1,"perfecion","no binario/genero fluido/otros",99,"prefiero no decirlo","izquierda","si"
"592",119,2023-06-16 06:00:01,2,"lamejor","no binario/genero fluido/otros",99,"prefiero no decirlo","izquierda","si"
"593",119,2023-06-16 06:00:01,3,"choripan","no binario/genero fluido/otros",99,"prefiero no decirlo","izquierda","si"
"594",119,2023-06-16 06:00:01,4,"maschoripan","no binario/genero fluido/otros",99,"prefiero no decirlo","izquierda","si"
"595",119,2023-06-16 06:00:01,5,"superchoripanperoconfrita","no binario/genero fluido/otros",99,"prefiero no decirlo","izquierda","si"
"596",120,2023-06-16 07:42:56,1,"corrupcion","Masculino",30,"secundario completo","liberalismo","no"
"597",120,2023-06-16 07:42:56,2,"asociacionilicita","Masculino",30,"secundario completo","liberalismo","no"
"598",120,2023-06-16 07:42:56,3,"lavadodedinero","Masculino",30,"secundario completo","liberalismo","no"
"599",120,2023-06-16 07:42:56,4,"peorgobierno","Masculino",30,"secundario completo","liberalismo","no"
"600",120,2023-06-16 07:42:56,5,"planessociale","Masculino",30,"secundario completo","liberalismo","no"
"601",121,2023-06-16 12:39:51,1,"jefa","Masculino",37,"universitario/terciario completo","peronismo","si"
"602",121,2023-06-16 12:39:51,2,"estadista","Masculino",37,"universitario/terciario completo","peronismo","si"
"603",121,2023-06-16 12:39:51,3,"reina","Masculino",37,"universitario/terciario completo","peronismo","si"
"604",121,2023-06-16 12:39:51,4,"presidenta","Masculino",37,"universitario/terciario completo","peronismo","si"
"605",121,2023-06-16 12:39:51,5,"yegua","Masculino",37,"universitario/terciario completo","peronismo","si"
"606",122,2023-06-17 00:46:26,1,"traidora","Masculino",33,"universitario/terciario completo","otros","si"
"607",122,2023-06-17 00:46:26,2,"delapatria","Masculino",33,"universitario/terciario completo","otros","si"
"608",122,2023-06-17 00:46:26,3,"tuvolaoportunidad","Masculino",33,"universitario/terciario completo","otros","si"
"609",122,2023-06-17 00:46:26,4,"secago","Masculino",33,"universitario/terciario completo","otros","si"
"610",122,2023-06-17 00:46:26,5,"ysealineoalglobalismo","Masculino",33,"universitario/terciario completo","otros","si"
"611",123,2023-06-18 19:00:45,1,"ladrona","Femenino",40,"universitario/terciario completo","otros","si"
"612",123,2023-06-18 19:00:45,2,"corrupta","Femenino",40,"universitario/terciario completo","otros","si"
"613",123,2023-06-18 19:00:45,3,"hdmp","Femenino",40,"universitario/terciario completo","otros","si"
"614",123,2023-06-18 19:00:45,4,"nefasta","Femenino",40,"universitario/terciario completo","otros","si"
"615",123,2023-06-18 19:00:45,5,"asesina","Femenino",40,"universitario/terciario completo","otros","si"
